name,platform,year,genre,publisher,NA_sales,EU_sales,JP_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,developer,rating
Def Jam Icon,PS3,2007,Action,Electronic Arts,0.16,0.19,0,0.08,0.42,68,38,4.4,40,EA Chicago,M
Def Jam Icon,X360,2007,Action,Electronic Arts,0.3,0.01,0,0.03,0.34,69,48,6.3,108,EA Chicago,M
Def Jam Rapstar,Wii,2010,Misc,Konami Digital Entertainment,0.29,0.02,0,0.02,0.33,65,5,0,0,"Terminal Reality, 4mm Games",T
Def Jam Rapstar,PS3,2010,Misc,Konami Digital Entertainment,0.25,0.04,0,0.03,0.32,75,25,6.3,4,"Terminal Reality, 4mm Games",T
Def Jam Rapstar,X360,2010,Misc,Konami Digital Entertainment,0.25,0.02,0,0.02,0.29,74,36,5.4,9,"Terminal Reality, 4mm Games",T
Def Jam Vendetta,PS2,2003,Fighting,Electronic Arts,0.95,0.74,0,0.25,1.94,80,33,8.9,41,Aki Corp.,T
Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts,0.86,0.67,0,0.22,1.76,83,46,8.9,73,Aki Corp.,M
Defender,PS2,2002,Misc,Midway Games,0.2,0.15,0,0.05,0.4,73,24,7.8,6,7 Studios,T
Defendin' De Penguin,Wii,2008,Strategy,Zushi Games,0.05,0,0,0,0.05,0,0,0,0,Unknown,M
Defiance,X360,2013,Shooter,Trion Worlds,0.38,0.14,0,0.05,0.57,60,27,7.2,249,Trion Worlds,M
Defiance,PS3,2013,Shooter,Trion Worlds,0.19,0.1,0,0.06,0.35,59,21,6.9,145,Trion Worlds,M
Defiance,PC,2013,Shooter,Trion Worlds,0.14,0.04,0,0.02,0.21,64,40,6.5,661,Trion Worlds,M
Delta Force: Black Hawk Down,PS2,2005,Shooter,NovaLogic,0.22,0.17,0,0.06,0.46,58,25,8.8,51,Rebellion,T
Demigod,PC,2009,Strategy,Atari,0,0.02,0,0,0.02,76,50,7.9,183,Gas Powered Games,T
Demolition Company: Gold Edition,PC,2011,Simulation,N/A,0,0.02,0,0,0.02,0,0,0,0,Giants Software,E10+
Demon's Souls,PS3,2009,Role-Playing,Namco Bandai Games,0.97,0.33,0.35,0.17,1.82,89,81,8.9,1441,From Software,M
Dengeki Bunko Fighting Climax,PS3,2014,Fighting,Sega,0.05,0,0.09,0.01,0.16,66,13,8.2,29,"Sega, French-Bread",T
Dennou Senki Virtual-On Force,X360,2010,Fighting,Sega,0,0,0.03,0,0.03,0,0,0,0,Unknown,M
Densha De Go! 3 Tsuukinhen,PS2,2001,Simulation,Taito,0,0,0.06,0,0.06,0,0,0,0,Unknown,M
Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Wii,2007,Simulation,Taito,0,0,0.02,0,0.02,0,0,0,0,Unknown,E10+
Deponia,PC,2012,Adventure,Daedalic,0,0.13,0,0.02,0.15,74,33,8.2,307,Daedalic Entertainment,RP
Derby Stallion 04,PS2,2004,Sports,Enterbrain,0,0,0.55,0,0.55,0,0,0,0,Unknown,T
Derby Tsuku 5: Derby Uma o Tsukurou!,PS2,2006,Sports,Sega,0,0,0.04,0,0.04,0,0,0,0,Unknown,M
Despicable Me: The Game,Wii,2010,Platform,D3Publisher,0.16,0.08,0,0.02,0.27,0,0,0,0,Unknown,T
Despicable Me: The Game,PS2,2010,Platform,D3Publisher,0.05,0.04,0,0.01,0.1,0,0,0,0,Unknown,RP
Destiny,PS4,2014,Shooter,Activision,2.49,2.07,0.16,0.92,5.64,76,95,6.1,5380,"Bungie Software, Bungie",T
Destiny,XOne,2014,Shooter,Activision,2.14,0.92,0,0.31,3.37,75,11,5.5,1735,"Bungie Software, Bungie",T
Destiny,X360,2014,Shooter,Activision,1.31,0.43,0,0.18,1.92,0,0,4.7,504,Bungie,T
Destiny,PS3,2014,Shooter,Activision,0.68,0.56,0.12,0.25,1.62,0,0,4.5,445,Bungie,T
Destiny: The Collection,PS4,2016,Shooter,Activision,0.05,0.15,0,0.04,0.24,0,0,8.1,9,Bungie,T
Destiny: The Collection,XOne,2016,Shooter,Activision,0.05,0.06,0,0.01,0.12,0,0,0,0,Bungie,T
Destiny: The Taken King,PS4,2015,Shooter,Activision,0.78,0.79,0.04,0.31,1.93,86,81,6,1079,Bungie,T
Destiny: The Taken King,XOne,2015,Shooter,Activision,0.85,0.23,0,0.12,1.19,89,11,5.2,393,"Bungie Software, Bungie",T
Destiny: The Taken King,PS3,2015,Shooter,Activision,0.17,0.11,0.02,0.06,0.37,0,0,5.5,81,Bungie,T
Destiny: The Taken King,X360,2015,Shooter,Activision,0.24,0.08,0,0.03,0.35,0,0,4.4,59,"Bungie Software, Bungie",T
Destroy All Humans!,PS2,2005,Shooter,THQ,0.78,0.03,0,0.13,0.94,0,0,0,0,Unknown,T
Destroy All Humans! 2,PS2,2006,Action,THQ,0.4,0.02,0,0.07,0.48,0,0,0,0,Unknown,T
Destroy All Humans! Big Willy Unleashed,Wii,2008,Action,THQ,0.12,0,0,0.01,0.13,0,0,0,0,Unknown,RP
Destroy All Humans! Path of the Furon,X360,2008,Action,THQ,0.08,0.04,0,0.01,0.13,0,0,0,0,Unknown,RP
Destroy All Humans! Path of the Furon,PS3,2009,Action,THQ,0,0.08,0,0.01,0.08,0,0,0,0,Unknown,M
Destruction Derby Arenas,PS2,2004,Racing,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13,57,27,7.8,14,Studio 33,T
Deus Ex,PC,2000,Role-Playing,Eidos Interactive,0,0.01,0,0,0.01,90,28,9.3,1069,Ion Storm,M
Deus Ex: Human Revolution,X360,2011,Shooter,Square Enix,0.76,0.47,0.02,0.12,1.37,89,70,8.3,684,Eidos Montreal,M
Deus Ex: Human Revolution,PS3,2011,Shooter,Square Enix,0.5,0.59,0.07,0.22,1.37,89,50,8.2,682,Eidos Montreal,M
Deus Ex: Human Revolution,PC,2011,Shooter,Square Enix,0.25,0.25,0,0.08,0.58,90,52,8.5,3069,Nixxes Software,M
Deus Ex: Mankind Divided,PS4,2016,Role-Playing,Square Enix,0.11,0.21,0,0.06,0.38,84,59,7.6,511,Eidos Montreal,M
Deus Ex: Mankind Divided,XOne,2016,Role-Playing,Square Enix,0.09,0.06,0,0.01,0.17,83,18,7.2,175,Eidos Montreal,M
Deus Ex: Mankind Divided,PC,2016,Role-Playing,Square Enix,0,0.03,0,0,0.03,83,55,6.1,684,"Eidos Montreal, Nixxes Software",M
Deus Ex: The Conspiracy,PS2,2002,Action,Eidos Interactive,0.1,0.08,0,0.03,0.21,81,25,8.9,49,Ion Storm,M
Devil Kings,PS2,2005,Action,Capcom,0.03,0.03,0.18,0.01,0.25,64,27,7.4,12,Capcom,T
Devil May Cry,PS2,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99,94,37,8.5,466,Capcom,M
Devil May Cry 2,PS2,2003,Action,Capcom,0.71,0.58,0.51,0.17,1.97,68,40,6.6,167,Capcom,M
Devil May Cry 3: Dante's Awakening,PS2,2005,Action,Capcom,0.99,0.63,0.29,0.19,2.09,84,60,9,212,Capcom,M
Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,Capcom,1.06,0.82,0.05,0.28,2.21,0,0,0,0,Unknown,E
Devil May Cry 4,PS3,2008,Action,Capcom,0.58,0.45,0.34,0.2,1.57,84,63,8.2,311,Capcom,M
Devil May Cry 4,X360,2008,Action,Capcom,0.79,0.34,0.08,0.13,1.34,84,61,8,248,Capcom,M
Devil May Cry 4,PS4,2015,Action,Capcom,0.01,0,0.08,0,0.09,0,0,0,0,Unknown,RP
Devil May Cry 4,PC,2008,Action,Capcom,0.01,0.02,0,0.01,0.04,78,21,8.5,353,Capcom,M
Devil May Cry HD Collection,PS3,2012,Action,Capcom,0.42,0.19,0.11,0.09,0.82,74,27,8.8,158,"Capcom, Pipeworks Software, Inc.",M
Devil May Cry HD Collection,X360,2012,Action,Capcom,0.28,0.11,0.01,0.03,0.43,77,32,8.4,93,"Capcom, Pipeworks Software, Inc.",M
Dewy's Adventure,Wii,2007,Platform,Konami Digital Entertainment,0.14,0,0.01,0.01,0.16,67,29,6.3,15,Konami,E
Diablo,PC,1996,Role-Playing,Activision,0.01,1.58,0,0,1.59,94,12,8.7,850,Blizzard Entertainment,M
Diablo II,PC,2000,Role-Playing,Havas Interactive,0.01,0.1,0,0.02,0.13,88,34,8.8,1056,Blizzard North,M
Diablo II: Lord of Destruction,PC,2001,Role-Playing,Vivendi Games,1.03,0.02,0,0,1.06,87,21,9.1,639,Blizzard North,M
Diablo III,PC,2012,Role-Playing,Activision,2.44,2.16,0,0.54,5.14,88,86,4,9629,Blizzard Entertainment,M
Diablo III,PS3,2013,Role-Playing,Activision,0.72,0.75,0.15,0.29,1.91,86,43,6.4,557,Blizzard Entertainment,M
Diablo III,PS4,2014,Role-Playing,Activision,0.51,0.98,0.06,0.28,1.82,0,0,0,0,Blizzard Entertainment,M
Diablo III,X360,2013,Role-Playing,Activision,0.9,0.39,0,0.12,1.41,87,42,6.6,384,Blizzard Entertainment,M
Diablo III,XOne,2014,Role-Playing,Activision,0.36,0.24,0,0.06,0.66,0,0,0,0,Unknown,T
DICE: DNA Integrated Cybernetic Enterprises,PS2,2005,Shooter,Namco Bandai Games,0.01,0.01,0,0,0.03,48,15,0,0,Natsume,E10+
Digger Simulator,PC,2011,Simulation,Excalibur Publishing,0,0.01,0,0,0.01,0,0,0,0,Unknown,E10+
Digimon All-Star Rumble,PS3,2014,Fighting,Namco Bandai Games,0.06,0.02,0,0.02,0.09,49,12,5.8,32,Prope,E10+
Digimon All-Star Rumble,X360,2014,Fighting,Namco Bandai Games,0.05,0.01,0,0.01,0.06,0,0,5.7,10,Prope,E10+
Digimon Rumble Arena 2,PS2,2004,Fighting,Atari,0.05,0.04,0,0.01,0.09,63,9,7.3,23,Black Ship Games,T
Digimon Story: Cyber Sleuth,PS4,2016,Role-Playing,Namco Bandai Games,0,0.1,0,0.02,0.11,75,45,8.5,289,Media Vision,T
Digimon World 4,PS2,2005,Role-Playing,Atari,0.08,0.06,0,0.02,0.15,48,7,6.9,37,Bandai,E
Digimon World: Data Squad,PS2,2006,Role-Playing,Namco Bandai Games,0.12,0.09,0,0.03,0.24,43,12,8,20,Bec,E10+
Dino Dini's Kick Off Revival,PS4,2016,Sports,Avanquest,0,0.02,0,0,0.02,31,22,4.5,66,"The Digital Lounge, Dino Dini",E10+
Dino Stalker,PS2,2002,Shooter,Capcom,0.07,0.06,0.08,0.02,0.22,50,18,6.3,8,Capcom,M
Dirge of Cerberus: Final Fantasy VII,PS2,2006,Shooter,Square Enix,0.47,0.37,0.52,0.12,1.48,57,51,6.9,103,Square Enix,T
DiRT,PS3,2007,Racing,Codemasters,0.16,0.66,0,0.23,1.05,83,32,8,32,Codemasters,E
DiRT,X360,2007,Racing,Codemasters,0.38,0.4,0,0.09,0.87,83,59,7.4,94,Codemasters,E
DiRT,PC,2007,Racing,Codemasters,0,0.02,0,0,0.02,84,20,7.3,91,Codemasters,E
DiRT 2,PS3,2009,Racing,Codemasters,0.27,0.52,0,0.19,0.99,87,63,8.2,94,Codemasters,T
DiRT 2,X360,2009,Racing,Codemasters,0.32,0.39,0,0.09,0.8,87,65,8.2,110,Codemasters,T
DiRT 2,Wii,2009,Racing,Codemasters,0.1,0.22,0,0.04,0.37,51,10,5.5,22,Codemasters,E10+
DiRT 2,PC,2009,Racing,Codemasters,0,0.04,0,0.01,0.05,89,22,8.2,352,Codemasters,T
DiRT 3,PS3,2011,Racing,Codemasters,0.27,0.57,0.01,0.2,1.06,87,52,7.1,122,Codemasters,T
DiRT 3,X360,2011,Racing,Codemasters,0.23,0.4,0.01,0.08,0.72,87,81,7.1,166,Codemasters,T
DiRT 3,PC,2011,Racing,Codemasters,0,0.13,0,0.03,0.15,86,23,6.9,433,Codemasters,T
DiRT Rally,PS4,2016,Racing,Codemasters,0.04,0.27,0,0.05,0.37,85,46,8.1,196,Codemasters,E
DiRT Rally,XOne,2016,Racing,Codemasters,0.04,0.08,0,0.01,0.12,86,17,8,60,Codemasters,E
DiRT Rally,PC,2016,Racing,Codemasters,0,0.03,0,0,0.03,86,33,8.7,288,Codemasters,E
DiRT Showdown,X360,2012,Racing,Codemasters,0.08,0.13,0,0.02,0.23,75,53,6.4,53,Codemasters,E10+
DiRT Showdown,PS3,2012,Racing,Codemasters,0.02,0.12,0,0.03,0.18,75,27,6.3,43,Codemasters,E10+
Disaster Report,PS2,2002,Action,Agetec,0.03,0.02,0.15,0.01,0.21,66,28,8,7,Irem,T
Disaster: Day of Crisis,Wii,2008,Action,Nintendo,0,0.02,0.04,0,0.07,69,21,0,0,Monolith Soft,M
Disciples III: Renaissance,PC,2010,Strategy,Kalypso Media,0,0.01,0,0,0.02,56,36,5.4,105,Akella,T
Disgaea 2: Cursed Memories,PS2,2006,Role-Playing,Tecmo Koei,0.09,0.07,0.15,0.02,0.33,84,54,6.4,42,Nippon Ichi Software,T
Disgaea 3: Absence of Justice,PS3,2008,Role-Playing,Square Enix,0.33,0.03,0.11,0.04,0.52,78,51,7.5,150,Nippon Ichi Software,T
Disgaea 4: A Promise Unforgotten,PS3,2011,Role-Playing,Nippon Ichi Software,0.27,0.11,0.14,0.05,0.57,80,39,7.8,126,Nippon Ichi Software,T
Disgaea 5: Alliance of Vengeance,PS4,2015,Role-Playing,Nippon Ichi Software,0.11,0.08,0.06,0.04,0.29,80,43,8.1,173,Nippon Ichi Software,T
Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,Nippon Ichi Software,0.09,0,0.1,0.02,0.21,74,37,8.1,61,Nippon Ichi Software,T
Disgaea: Hour of Darkness,PS2,2003,Role-Playing,Tecmo Koei,0.16,0.13,0,0.04,0.33,84,42,8.9,74,Nippon Ichi Software,T
Dishonored,X360,2012,Action,Bethesda Softworks,1.06,0.5,0.01,0.14,1.71,88,56,7.9,815,Arkane Studios,M
Dishonored,PS3,2012,Action,Bethesda Softworks,0.72,0.52,0.04,0.25,1.53,89,35,7.9,781,Arkane Studios,M
Dishonored,PC,2012,Action,Bethesda Softworks,0.26,0.19,0,0.06,0.51,0,0,0,0,Unknown,T
Dishonored,PS4,2015,Action,Bethesda Softworks,0.12,0.2,0.02,0.06,0.39,0,0,0,0,Unknown,T
Dishonored,XOne,2015,Action,Bethesda Softworks,0.09,0.05,0,0.01,0.15,0,0,0,0,Unknown,RP
Dishonored 2,PS4,2016,Action,Bethesda Softworks,0.22,0.32,0,0.1,0.64,88,56,7.7,569,Arkane Studios,M
Dishonored 2,XOne,2016,Action,Bethesda Softworks,0.12,0.08,0,0.02,0.22,88,22,6.8,156,Arkane Studios,M
Dishonored 2,PC,2016,Action,Bethesda Softworks,0.04,0.07,0,0.01,0.12,86,37,6,383,Arkane Studios,M
Disney Channel: All Star Party,Wii,2010,Misc,Disney Interactive Studios,0.18,0.08,0,0.02,0.28,0,0,0,0,Disney Interactive Studios,E
Disney Golf,PS2,2002,Sports,Electronic Arts,0.07,0.06,0.02,0.02,0.17,72,10,8.3,7,T&E Soft,E
Disney Guilty Party,Wii,2010,Misc,Disney Interactive Studios,0.42,0,0,0.03,0.45,78,13,8,4,Wideload Games Inc.,E
Disney Infinity,Wii,2013,Action,Disney Interactive Studios,1.05,0.41,0,0.14,1.6,0,0,4.2,24,Avalanche Software,E10+
Disney Infinity,X360,2013,Action,Disney Interactive Studios,0.97,0.34,0,0.13,1.44,74,38,6.5,79,Avalanche Software,E10+
Disney Infinity,PS3,2013,Action,Disney Interactive Studios,0.49,0.32,0,0.16,0.97,75,21,5.9,47,Avalanche Software,E10+
Disney Infinity 2.0: Marvel Super Heroes,X360,2014,Action,Disney Interactive Studios,0.64,0.34,0,0.1,1.08,0,0,0,0,Unknown,T
Disney Infinity 2.0: Marvel Super Heroes,PS3,2014,Action,Disney Interactive Studios,0.46,0.33,0,0.16,0.95,0,0,0,0,Unknown,T
Disney Infinity 2.0: Marvel Super Heroes,PS4,2014,Action,Disney Interactive Studios,0.27,0.25,0,0.1,0.62,0,0,0,0,Unknown,T
Disney Infinity 2.0: Marvel Super Heroes,XOne,2014,Action,Disney Interactive Studios,0.25,0.15,0,0.04,0.44,0,0,0,0,Unknown,T
Disney Infinity 3.0,PS4,2015,Action,Disney Interactive Studios,0.24,0.37,0,0.12,0.72,0,0,0,0,Unknown,T
Disney Infinity 3.0,PS3,2015,Action,Disney Interactive Studios,0.16,0.21,0,0.07,0.45,0,0,0,0,Unknown,T
Disney Infinity 3.0,X360,2015,Action,Disney Interactive Studios,0.21,0.15,0,0.03,0.39,0,0,0,0,Unknown,T
Disney Infinity 3.0,XOne,2015,Action,Disney Interactive Studios,0.2,0.11,0,0.03,0.34,0,0,0,0,Unknown,T
Disney Planes Fire & Rescue,Wii,2014,Action,Disney Interactive Studios,0,0.04,0,0,0.04,0,0,0,0,Unknown,M
Disney Princess: Enchanted Journey,Wii,2007,Adventure,Disney Interactive Studios,1.22,0.03,0,0.09,1.35,0,0,4.3,4,Papaya Studios,E
Disney Princess: Enchanted Journey,PS2,2007,Adventure,Disney Interactive Studios,0.11,0.09,0,0.03,0.23,0,0,0,0,Papaya Studios,E
Disney Princess: Enchanting Storybooks,Wii,2011,Misc,THQ,0.25,0.1,0,0.03,0.39,0,0,0,0,Page 44 Studios,E
Disney Sing It,Wii,2008,Misc,Disney Interactive Studios,0.77,0.31,0,0.11,1.19,0,0,0,0,Zoe Mode,E
Disney Sing It,PS2,2008,Misc,Disney Interactive Studios,0.25,0.19,0,0.06,0.5,0,0,0,0,Zoe Mode,E
Disney Sing It,X360,2008,Misc,Disney Interactive Studios,0.39,0.01,0,0.03,0.43,53,10,5.2,6,Zoe Mode,E
Disney Sing It,PS3,2008,Misc,Disney Interactive Studios,0.28,0.06,0,0.04,0.37,54,11,3.5,6,Zoe Mode,E
Disney Sing It! High School Musical 3: Senior Year,Wii,2008,Misc,Disney Interactive Studios,0.31,0.23,0,0.04,0.58,0,0,0,0,Unknown,T
Disney Sing It! High School Musical 3: Senior Year,PS2,2008,Misc,Disney Interactive Studios,0.09,0.02,0,0.34,0.45,0,0,0,0,Unknown,T
Disney Sing It! High School Musical 3: Senior Year,PS3,2008,Misc,Disney Interactive Studios,0.08,0.26,0,0.06,0.4,0,0,0,0,Unknown,T
Disney Sing It! High School Musical 3: Senior Year,X360,2009,Misc,Disney Interactive Studios,0.09,0,0,0.01,0.1,0,0,0,0,Unknown,RP
Disney Sing It: Family Hits,Wii,2010,Misc,Disney Interactive Studios,0.38,0.17,0,0.05,0.59,0,0,0,0,Disney Interactive Studios,E
Disney Sing It: Family Hits,PS3,2010,Misc,Disney Interactive Studios,0.11,0.03,0,0.02,0.17,72,4,0,0,Disney Interactive Studios,E
Disney Sing It: Party Hits,Wii,2010,Misc,Disney Interactive Studios,0.48,0.1,0,0.04,0.63,0,0,0,0,Disney Interactive Studios,E
Disney Sing It: Party Hits,PS3,2010,Misc,Disney Interactive Studios,0.1,0.01,0,0.01,0.12,0,0,0,0,Disney Interactive Studios,E
Disney Sing It: Pop Hits,Wii,2009,Misc,Disney Interactive Studios,1.07,0.28,0,0.13,1.48,0,0,0,0,Zoe Mode,E
Disney Sing It: Pop Hits,PS2,2009,Misc,Disney Interactive Studios,0.1,0.02,0,0.22,0.34,0,0,0,0,Unknown,T
Disney Sing It: Pop Hits,PS3,2009,Misc,Disney Interactive Studios,0.17,0.05,0,0.03,0.25,0,0,0,0,Zoe Mode,E
Disney Tangled,Wii,2010,Action,Disney Interactive Studios,0.46,0.16,0,0.05,0.67,0,0,0,0,Unknown,T
Disney TH!NK Fast: The Ultimate Trivia Showdown,Wii,2008,Misc,Disney Interactive Studios,0.37,0.16,0.01,0.06,0.6,0,0,0,0,Unknown,T
Disney TH!NK Fast: The Ultimate Trivia Showdown,PS2,2008,Misc,Disney Interactive Studios,0.08,0.06,0,0.02,0.17,0,0,0,0,Unknown,RP
Disney Universe,Wii,2011,Action,Disney Interactive Studios,0.64,0.28,0,0.1,1.02,61,11,6,5,Eurocom Entertainment Software,E10+
Disney Universe,PS3,2011,Action,Disney Interactive Studios,0.3,0.22,0,0.09,0.61,70,29,6.9,13,Eurocom Entertainment Software,E10+
Disney Universe,X360,2011,Action,Disney Interactive Studios,0.37,0.14,0,0.05,0.57,66,31,5.3,13,Eurocom Entertainment Software,E10+
Disney's Chicken Little,PS2,2005,Platform,Disney Interactive Studios,0.32,0.25,0,0.08,0.65,60,20,8.9,7,Avalanche Software,E10+
Disney's Donald Duck: Goin' Quackers,PS2,2000,Platform,Ubisoft,0.04,0.03,0,0.01,0.08,73,10,7.3,7,Disney Interactive,E
Disney's Extreme Skate Adventure,PS2,2003,Sports,Activision,0.16,0.12,0,0.04,0.32,78,15,8.3,12,Toys for Bob,E
Disney's Meet the Robinsons,Wii,2007,Action,Disney Interactive Studios,0.17,0,0,0.01,0.19,62,11,6.3,4,Buena Vista Games,E10+
Disney's Meet the Robinsons,X360,2007,Action,Disney Interactive Studios,0.07,0,0,0.01,0.08,65,21,0,0,Buena Vista Games,E10+
Disney's PK: Out of the Shadows,PS2,2002,Platform,Ubisoft,0.06,0.05,0,0.02,0.12,49,14,5,4,Ubisoft,E
Disney's Planes,Wii,2013,Simulation,Disney Interactive Studios,0.07,0.06,0,0.01,0.14,0,0,0,0,Behaviour Interactive,E
Disney's Stitch: Experiment 626,PS2,2002,Action,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31,59,17,7.8,4,High Voltage Software,E
Disney's Tarzan Untamed,PS2,2001,Platform,Ubisoft,0.2,0.16,0,0.05,0.41,59,7,7.1,7,Ubisoft,E
Disney's The Haunted Mansion,PS2,2003,Platform,Take-Two Interactive,0.18,0.14,0,0.05,0.36,0,0,0,0,Unknown,T
Disney's Treasure Planet,PS2,2002,Action,Sony Computer Entertainment,0.16,0.13,0,0.04,0.33,0,0,0,0,Bizarre Creations,E
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,PS2,2005,Platform,Ubisoft,0.06,0.05,0,0.02,0.13,0,0,0,0,Phoenix Games Studio,E
Diva Girls: Divas on Ice,Wii,2009,Sports,505 Games,0.07,0,0,0.01,0.08,0,0,0,0,Arc System Works,E
Divinity II: Ego Draconis,X360,2009,Role-Playing,DTP Entertainment,0.18,0.04,0,0.02,0.24,62,37,6.4,36,Larian Studios,M
Divinity II: Ego Draconis,PC,2009,Role-Playing,DTP Entertainment,0.01,0.05,0,0.01,0.07,72,43,7.7,125,Larian Studios,M
Divinity II: Flames of Vengeance,PC,2010,Role-Playing,DTP Entertainment,0,0.02,0,0.01,0.03,72,4,8.3,15,Larian Studios,M
Divinity II: The Dragon Knight Saga,X360,2010,Role-Playing,Focus Home Interactive,0.11,0.02,0,0.01,0.13,72,13,7.8,50,Larian Studios,M
Divinity: Original Sin,PS4,2015,Role-Playing,Focus Home Interactive,0.1,0.12,0.02,0.04,0.28,0,0,0,0,Unknown,T
Divinity: Original Sin,XOne,2015,Role-Playing,Focus Home Interactive,0.04,0.03,0,0.01,0.07,0,0,0,0,Unknown,M
Divinity: Original Sin,PC,2014,Role-Playing,Focus Home Interactive,0,0.02,0,0,0.02,87,59,8.7,2089,Larian Studios,M
DJ Hero,X360,2009,Misc,Activision,0.56,0.39,0,0.11,1.06,84,72,8,42,FreeStyleGames,T
DJ Hero,PS3,2009,Misc,Activision,0.42,0.34,0,0.14,0.9,86,53,7.8,49,FreeStyleGames,T
DJ Hero,Wii,2009,Misc,Activision,0.45,0.23,0,0.07,0.76,87,22,7.6,19,Exient Entertainment,T
DJ Hero,PS2,2009,Misc,Activision,0.1,0.02,0,0.2,0.32,87,4,6.4,5,FreeStyleGames,T
DJ Hero 2,X360,2010,Misc,Activision,0.64,0.12,0,0.06,0.82,86,66,7.9,23,FreeStyleGames,T
DJ Hero 2,PS3,2010,Misc,Activision,0.47,0.19,0,0.1,0.75,86,46,7.8,22,FreeStyleGames,T
DJ Hero 2,Wii,2010,Misc,Activision,0.48,0.09,0,0.04,0.62,88,20,7.5,17,FreeStyleGames,T
DmC: Devil May Cry,PS3,2013,Action,Capcom,0.24,0.26,0.19,0.1,0.79,85,40,5.3,1471,Ninja Theory,M
DmC: Devil May Cry,X360,2013,Action,Capcom,0.26,0.12,0.01,0.04,0.44,86,65,5.1,1438,Ninja Theory,M
DmC: Devil May Cry,PS4,2015,Action,Capcom,0.12,0.13,0,0.05,0.31,0,0,0,0,Unknown,T
DmC: Devil May Cry,XOne,2015,Action,Capcom,0.08,0.04,0,0.01,0.14,0,0,0,0,Unknown,RP
DOA 2: Dead or Alive 2 Hardcore,PS2,2000,Fighting,Tecmo Koei,0,0,0.11,0,0.11,0,0,0,0,Unknown,RP
Doctor Who: Return to Earth,Wii,2010,Adventure,Asylum Entertainment,0,0.16,0,0.02,0.18,0,0,0,0,Unknown,RP
Dodge Racing: Charger vs Challenger,Wii,2009,Racing,Zushi Games,0.11,0,0,0.01,0.12,0,0,0,0,EM Studios,E
DoDonPachi Daifukkatsu: Black Label,X360,2011,Shooter,Cave,0,0,0.01,0,0.01,0,0,0,0,Unknown,K-A
DoDonPachi Dai-Oujou: Black Label Extra,X360,2009,Shooter,5pb,0,0,0.02,0,0.02,0,0,0,0,Unknown,M
DoDonPachi Resurrection,X360,2010,Shooter,Rising Star Games,0,0.04,0,0.01,0.05,77,10,8.6,16,Cave,M
DoDonPachi Saidaioujou,X360,2013,Shooter,Cave,0,0,0.01,0,0.01,0,0,0,0,Unknown,E10+
Dog's Life,PS2,2003,Adventure,Sony Computer Entertainment,0.21,0.16,0,0.05,0.42,64,19,3.1,157,Frontier Developments,T
Dokapon Kingdom,Wii,2008,Role-Playing,Sting,0.12,0,0,0.01,0.13,73,11,8.3,17,Sting,E10+
Dokapon Kingdom,PS2,2007,Role-Playing,Sting,0.05,0.04,0.02,0.01,0.11,61,8,6.5,8,Sting,E10+
Dollar Dash,PS2,2005,Action,Take-Two Interactive,1.3,0.23,0,0.07,1.6,0,0,0,0,Unknown,E
Domino Rally,Wii,2007,Action,Nordcurrent,0.05,0,0,0,0.05,57,4,0,0,RED Entertainment,E
Don Bradman Cricket 14,PS4,2015,Sports,Tru Blu Entertainment,0.01,0.09,0,0.02,0.12,76,4,7.4,19,Big Ant Studios,E
Don Bradman Cricket 14,XOne,2015,Sports,Tru Blu Entertainment,0,0.04,0,0,0.04,0,0,0,0,Unknown,M
Don Bradman Cricket 14,PS3,2014,Sports,Tru Blu Entertainment,0,0.01,0,0,0.01,73,5,6.9,55,Big Ant Studios,E
Don King Boxing,Wii,2009,Sports,Take-Two Interactive,0.14,0.09,0,0.03,0.26,55,17,0,0,2K Shanghai,T
Don King Presents: Prizefighter,X360,2008,Sports,Take-Two Interactive,0.14,0.08,0,0.02,0.25,56,45,6.4,29,Venom Games,T
Donkey Kong Barrel Blast,Wii,2007,Racing,Nintendo,0.19,0.26,0.11,0.06,0.62,46,34,6.8,26,Paon Corporation,E
Donkey Kong Country Returns,Wii,2010,Platform,Nintendo,3.17,1.79,1.03,0.46,6.44,87,77,8.6,368,Retro Studios,E
Donkey Kong Jungle Beat,Wii,2008,Platform,Nintendo,0,0.01,0,0,0.01,0,0,0,0,Unknown,E10+
Dood's Big Adventure,Wii,2010,Platform,THQ,0.21,0.01,0,0.02,0.24,56,4,0,0,THQ,E
Doom,PC,1992,Shooter,id Software,0.02,0,0,0,0.03,85,44,8.2,1796,id Software,M
Doom (2016),PS4,2016,Shooter,Bethesda Softworks,0.54,0.69,0.02,0.24,1.49,0,0,0,0,Unknown,E
Doom (2016),XOne,2016,Shooter,Bethesda Softworks,0.44,0.25,0,0.07,0.76,0,0,0,0,Unknown,T
